,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,EducationField,EmployeeNumber,Gender,HourlyRate,JobLevel,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,education_level,environmental_satiscation,job_involvement_label,job_satisfaction_label,performance_rating_label,relationship_satisfaction_label,work_life_balance_label
678,48,No,Travel_Rarely,1469,Research & Development,20,Medical,945,Male,51,1,Research Scientist,Married,2259,5543,4,No,17,80,2,13,2,0,0,0,0,Master,Very High,High,High,Excellent,Low,Good
679,31,No,Non-Travel,1188,Sales,20,Marketing,947,Female,45,2,Sales Executive,Married,6932,24406,1,No,13,80,1,9,2,9,8,0,0,College,Very High,High,High,Excellent,Very High,Good
680,36,No,Travel_Rarely,188,Research & Development,7,Other,949,Male,65,1,Research Scientist,Single,4678,23293,2,No,18,80,0,8,6,6,2,0,1,Master,Medium,High,Very High,Excellent,High,Better
681,38,No,Travel_Rarely,1333,Research & Development,1,Technical Degree,950,Female,80,3,Research Director,Married,13582,16292,1,No,13,80,1,15,3,15,12,5,11,Bachelor,Very High,High,Low,Excellent,Medium,Better
682,32,No,Non-Travel,1184,Research & Development,1,Life Sciences,951,Female,70,1,Laboratory Technician,Married,2332,3974,6,No,20,80,0,5,3,3,0,0,2,Bachelor,High,Medium,Medium,Outstanding,High,Better
683,25,Yes,Travel_Rarely,867,Sales,19,Marketing,952,Male,36,1,Sales Representative,Married,2413,18798,1,Yes,18,80,3,1,2,1,0,0,0,College,High,Medium,Medium,Excellent,High,Better
684,40,No,Travel_Rarely,658,Sales,10,Marketing,954,Male,67,3,Sales Executive,Divorced,9705,20652,2,No,12,80,1,11,2,1,0,0,0,Master,Low,Medium,Medium,Excellent,Medium,Good
685,26,No,Travel_Frequently,1283,Sales,1,Medical,956,Male,52,2,Sales Executive,Single,4294,11148,1,No,12,80,0,7,2,7,7,0,7,Bachelor,High,Medium,Low,Excellent,Medium,Better
686,41,No,Travel_Rarely,263,Research & Development,6,Medical,957,Male,59,1,Laboratory Technician,Single,4721,3119,2,Yes,13,80,0,20,3,18,13,2,17,Bachelor,Very High,High,Low,Excellent,High,Better
687,36,No,Travel_Rarely,938,Research & Development,2,Medical,958,Male,79,1,Laboratory Technician,Single,2519,12287,4,No,21,80,0,16,6,11,8,3,9,Master,High,High,High,Outstanding,High,Better
688,19,Yes,Travel_Rarely,419,Sales,21,Other,959,Male,37,1,Sales Representative,Single,2121,9947,1,Yes,13,80,0,1,3,1,0,0,0,Bachelor,Very High,Medium,Medium,Excellent,Medium,Best
689,20,Yes,Travel_Rarely,129,Research & Development,4,Technical Degree,960,Male,84,1,Laboratory Technician,Single,2973,13008,1,No,19,80,0,1,2,1,0,0,0,Bachelor,Low,High,Low,Excellent,Medium,Better
690,31,No,Travel_Rarely,616,Research & Development,12,Medical,961,Female,41,2,Healthcare Representative,Married,5855,17369,0,Yes,11,80,2,10,2,9,7,8,5,Bachelor,Very High,High,Very High,Excellent,High,Bad
691,40,No,Travel_Frequently,1469,Research & Development,9,Medical,964,Male,35,1,Research Scientist,Divorced,3617,25063,8,Yes,14,80,1,3,2,1,1,0,0,Master,Very High,High,Medium,Excellent,Very High,Better
692,32,No,Travel_Rarely,498,Research & Development,3,Medical,966,Female,93,2,Manufacturing Director,Married,6725,13554,1,No,12,80,1,8,2,8,7,6,3,Master,High,High,Low,Excellent,High,Best
693,36,Yes,Travel_Rarely,530,Sales,3,Life Sciences,967,Male,51,3,Sales Executive,Married,10325,5518,1,Yes,11,80,1,16,6,16,7,3,7,Below College,High,Medium,Very High,Excellent,Low,Better
694,33,No,Travel_Rarely,1069,Research & Development,1,Life Sciences,969,Female,42,2,Healthcare Representative,Single,6949,12291,0,No,14,80,0,6,3,5,0,1,4,Bachelor,Medium,Medium,Very High,Excellent,Low,Better
695,37,Yes,Travel_Rarely,625,Sales,1,Life Sciences,970,Male,46,3,Sales Executive,Married,10609,14922,5,No,11,80,0,17,2,14,1,11,7,Master,Low,Medium,High,Excellent,High,Bad
696,45,No,Non-Travel,805,Research & Development,4,Life Sciences,972,Male,57,2,Laboratory Technician,Married,4447,23163,1,No,12,80,0,9,5,9,7,0,8,College,High,High,Medium,Excellent,Medium,Good
697,29,No,Travel_Frequently,1404,Sales,20,Technical Degree,974,Female,84,1,Sales Representative,Married,2157,18203,1,No,15,80,1,3,5,3,1,0,2,Bachelor,High,High,Very High,Excellent,Medium,Better
698,35,No,Travel_Rarely,1219,Sales,18,Medical,975,Female,86,2,Sales Executive,Married,4601,6179,1,No,16,80,0,5,3,5,2,1,0,Bachelor,High,High,High,Excellent,Medium,Better
699,52,No,Travel_Rarely,1053,Research & Development,1,Life Sciences,976,Male,70,4,Manager,Married,17099,13829,2,No,15,80,1,26,2,9,8,7,8,College,Very High,High,Very High,Excellent,Medium,Good
700,58,Yes,Travel_Rarely,289,Research & Development,2,Technical Degree,977,Male,51,1,Research Scientist,Single,2479,26227,4,No,24,80,0,7,4,1,0,0,0,Bachelor,Very High,High,High,Outstanding,Low,Better
701,53,No,Travel_Rarely,1376,Sales,2,Medical,981,Male,45,4,Manager,Divorced,14852,13938,6,No,13,80,1,22,3,17,13,15,2,College,High,High,High,Excellent,High,Best
702,30,No,Travel_Rarely,231,Sales,8,Other,982,Male,62,3,Sales Executive,Divorced,7264,9977,5,No,11,80,1,10,2,8,4,7,7,College,High,High,High,Excellent,Low,Best
703,38,No,Non-Travel,152,Sales,10,Technical Degree,983,Female,85,2,Sales Executive,Single,5666,19899,1,Yes,13,80,0,6,1,5,3,1,3,Bachelor,High,High,Very High,Excellent,Medium,Better
704,35,No,Travel_Rarely,882,Sales,3,Life Sciences,984,Male,92,3,Sales Executive,Divorced,7823,6812,6,No,13,80,1,12,2,10,9,0,8,Master,Very High,High,Very High,Excellent,Medium,Better
705,39,No,Travel_Rarely,903,Sales,2,Life Sciences,985,Male,41,3,Sales Executive,Single,7880,2560,0,No,18,80,0,9,3,8,7,0,7,Doctor,Low,Very High,High,Excellent,Very High,Better
706,40,Yes,Non-Travel,1479,Sales,24,Life Sciences,986,Female,100,4,Sales Executive,Single,13194,17071,4,Yes,16,80,0,22,2,1,0,0,0,Bachelor,Medium,Very High,Medium,Excellent,Very High,Good
707,47,No,Travel_Frequently,1379,Research & Development,16,Medical,987,Male,64,2,Manufacturing Director,Divorced,5067,6759,1,Yes,19,80,0,20,3,19,10,2,7,Master,High,Very High,High,Excellent,High,Best
708,36,No,Non-Travel,1229,Sales,8,Technical Degree,990,Male,84,2,Sales Executive,Divorced,5079,25952,4,No,13,80,2,12,3,7,7,0,7,Master,Low,High,Very High,Excellent,Very High,Better
709,31,Yes,Non-Travel,335,Research & Development,9,Medical,991,Male,46,1,Research Scientist,Single,2321,10322,0,Yes,22,80,0,4,0,3,2,1,2,College,High,Medium,Low,Outstanding,Low,Better
710,33,No,Non-Travel,722,Sales,17,Life Sciences,992,Male,38,4,Manager,Single,17444,20489,1,No,11,80,0,10,2,10,8,6,0,Bachelor,Very High,High,High,Excellent,Very High,Better
711,29,Yes,Travel_Rarely,906,Research & Development,10,Life Sciences,994,Female,92,1,Research Scientist,Single,2404,11479,6,Yes,20,80,0,3,5,0,0,0,0,Bachelor,Very High,Medium,Low,Outstanding,High,Better
712,33,No,Travel_Rarely,461,Research & Development,13,Life Sciences,995,Female,53,1,Research Scientist,Single,3452,17241,3,No,18,80,0,5,4,3,2,0,2,Below College,Medium,High,Very High,Excellent,Low,Better
713,45,No,Travel_Rarely,974,Research & Development,1,Medical,996,Female,91,1,Laboratory Technician,Divorced,2270,11005,3,No,14,80,2,8,2,5,3,0,2,Master,Very High,High,Very High,Excellent,Very High,Better
714,50,No,Travel_Rarely,1126,Research & Development,1,Medical,997,Male,66,4,Research Director,Divorced,17399,6615,9,No,22,80,1,32,1,5,4,1,3,College,Very High,High,Very High,Outstanding,High,Good
715,33,No,Travel_Frequently,827,Research & Development,1,Other,998,Female,84,2,Healthcare Representative,Married,5488,20161,1,Yes,13,80,1,6,2,6,5,1,2,Master,High,Very High,Medium,Excellent,Low,Better
716,41,No,Travel_Frequently,840,Research & Development,9,Medical,999,Male,64,5,Research Director,Divorced,19419,3735,2,No,17,80,1,21,2,18,16,0,11,Bachelor,Low,High,High,Excellent,Medium,Best
717,27,No,Travel_Rarely,1134,Research & Development,16,Technical Degree,1001,Female,37,1,Laboratory Technician,Married,2811,12086,9,No,14,80,1,4,2,2,2,2,2,Master,High,High,Medium,Excellent,Medium,Better
718,45,No,Non-Travel,248,Research & Development,23,Life Sciences,1002,Male,42,2,Laboratory Technician,Married,3633,14039,1,Yes,15,80,1,9,2,9,8,0,8,College,Very High,High,Low,Excellent,High,Better
719,47,No,Travel_Rarely,955,Sales,4,Life Sciences,1003,Female,83,2,Sales Executive,Single,4163,8571,1,Yes,17,80,0,9,0,9,0,0,7,College,Very High,High,Very High,Excellent,High,Better
720,30,Yes,Travel_Rarely,138,Research & Development,22,Life Sciences,1004,Female,48,1,Research Scientist,Married,2132,11539,4,Yes,11,80,0,7,2,5,2,0,1,Bachelor,Low,High,High,Excellent,Medium,Better
721,50,No,Travel_Rarely,939,Research & Development,24,Life Sciences,1005,Male,95,4,Manufacturing Director,Married,13973,4161,3,Yes,18,80,1,22,2,12,11,1,5,Bachelor,Very High,High,High,Excellent,Very High,Better
722,38,No,Travel_Frequently,1391,Research & Development,10,Medical,1006,Male,66,1,Research Scientist,Married,2684,12127,0,No,17,80,1,3,0,2,1,0,2,Below College,High,High,High,Excellent,Medium,Good
723,46,No,Travel_Rarely,566,Research & Development,7,Medical,1007,Male,75,3,Manufacturing Director,Divorced,10845,24208,6,No,13,80,1,13,3,8,7,0,7,College,Very High,High,High,Excellent,Medium,Better
724,24,No,Travel_Rarely,1206,Research & Development,17,Medical,1009,Female,41,2,Manufacturing Director,Divorced,4377,24117,1,No,15,80,2,5,6,4,2,3,2,Below College,Very High,Medium,High,Excellent,Medium,Better
725,35,Yes,Travel_Rarely,622,Research & Development,14,Other,1010,Male,39,1,Laboratory Technician,Divorced,3743,10074,1,Yes,24,80,1,5,2,4,2,0,2,Master,High,Medium,Medium,Outstanding,Very High,Bad
726,31,No,Travel_Frequently,853,Research & Development,1,Life Sciences,1011,Female,96,2,Manufacturing Director,Married,4148,11275,1,No,12,80,1,4,1,4,3,0,3,Below College,High,High,Low,Excellent,High,Better
727,18,No,Non-Travel,287,Research & Development,5,Life Sciences,1012,Male,73,1,Research Scientist,Single,1051,13493,1,No,15,80,0,0,2,0,0,0,0,College,Medium,High,Very High,Excellent,Very High,Better
728,54,No,Travel_Rarely,1441,Research & Development,17,Technical Degree,1013,Female,56,3,Manufacturing Director,Married,10739,13943,8,No,11,80,1,22,2,10,7,0,8,Bachelor,High,High,High,Excellent,High,Better
729,35,No,Travel_Rarely,583,Research & Development,25,Medical,1014,Female,57,3,Healthcare Representative,Divorced,10388,6975,1,Yes,11,80,1,16,3,16,10,10,1,Master,High,High,High,Excellent,High,Good
730,30,No,Travel_Rarely,153,Research & Development,8,Life Sciences,1015,Female,73,3,Research Director,Married,11416,17802,0,Yes,12,80,3,9,4,8,7,1,7,College,Medium,Very High,Low,Excellent,High,Good
731,20,Yes,Travel_Rarely,1097,Research & Development,11,Medical,1016,Female,98,1,Research Scientist,Single,2600,18275,1,Yes,15,80,0,1,2,1,0,0,0,Bachelor,Very High,Medium,Low,Excellent,Low,Better
732,30,Yes,Travel_Frequently,109,Research & Development,5,Medical,1017,Female,60,1,Laboratory Technician,Single,2422,25725,0,No,17,80,0,4,3,3,2,1,2,Bachelor,Medium,High,Medium,Excellent,Low,Better
733,26,No,Travel_Rarely,1066,Research & Development,2,Medical,1018,Male,32,2,Manufacturing Director,Married,5472,3334,1,No,12,80,0,8,2,8,7,1,3,College,Very High,Very High,Very High,Excellent,Medium,Better
734,22,No,Travel_Rarely,217,Research & Development,8,Life Sciences,1019,Male,94,1,Laboratory Technician,Married,2451,6881,1,No,15,80,1,4,3,4,3,1,1,Below College,Medium,Low,Low,Excellent,Low,Good
735,48,No,Travel_Rarely,277,Research & Development,6,Life Sciences,1022,Male,97,2,Healthcare Representative,Single,4240,13119,2,No,13,80,0,19,0,2,2,2,2,Bachelor,Low,Medium,High,Excellent,Very High,Better
736,48,No,Travel_Rarely,1355,Research & Development,4,Life Sciences,1024,Male,78,3,Healthcare Representative,Single,10999,22245,7,No,14,80,0,27,3,15,11,4,8,Master,High,Medium,High,Excellent,Medium,Better
737,41,No,Travel_Rarely,549,Research & Development,7,Medical,1025,Female,42,2,Manufacturing Director,Single,5003,23371,6,No,14,80,0,8,6,2,2,2,1,College,Very High,High,High,Excellent,Medium,Better
738,39,No,Travel_Rarely,466,Research & Development,1,Life Sciences,1026,Female,65,4,Manufacturing Director,Married,12742,7060,1,No,16,80,1,21,3,21,6,11,8,Below College,Very High,Medium,Very High,Excellent,High,Better
739,27,No,Travel_Rarely,1055,Research & Development,2,Life Sciences,1027,Female,47,2,Manufacturing Director,Married,4227,4658,0,No,18,80,1,4,2,3,2,2,2,Master,Low,High,Very High,Excellent,Medium,Better
740,35,No,Travel_Rarely,802,Research & Development,10,Other,1028,Male,45,1,Laboratory Technician,Divorced,3917,9541,1,No,20,80,1,3,4,3,2,1,2,Bachelor,Medium,High,Very High,Outstanding,Low,Good
741,42,No,Travel_Rarely,265,Sales,5,Marketing,1029,Male,90,5,Manager,Married,18303,7770,6,No,13,80,0,21,3,1,0,0,0,College,Very High,High,High,Excellent,Medium,Best
742,50,No,Travel_Rarely,804,Research & Development,9,Life Sciences,1030,Male,64,1,Laboratory Technician,Married,2380,20165,4,No,18,80,0,8,5,1,0,0,0,Bachelor,Low,High,Very High,Excellent,Medium,Better
743,59,No,Travel_Rarely,715,Research & Development,2,Life Sciences,1032,Female,69,4,Manufacturing Director,Single,13726,21829,3,Yes,13,80,0,30,4,5,3,4,3,Bachelor,High,Medium,Very High,Excellent,Low,Better
744,37,Yes,Travel_Rarely,1141,Research & Development,11,Medical,1033,Female,61,2,Healthcare Representative,Married,4777,14382,5,No,15,80,0,15,2,1,0,0,0,College,Low,Low,Medium,Excellent,Low,Bad
745,55,No,Travel_Frequently,135,Research & Development,18,Medical,1034,Male,62,2,Healthcare Representative,Married,6385,12992,3,Yes,14,80,2,17,3,8,7,6,7,Master,High,High,Medium,Excellent,Very High,Better
746,41,No,Non-Travel,247,Research & Development,7,Life Sciences,1035,Female,55,5,Research Director,Divorced,19973,20284,1,No,22,80,2,21,3,21,16,5,10,Below College,Medium,Low,High,Outstanding,Medium,Better
747,38,No,Travel_Rarely,1035,Sales,3,Life Sciences,1036,Male,42,2,Sales Executive,Single,6861,4981,8,Yes,12,80,0,19,1,1,0,0,0,Master,Medium,High,Very High,Excellent,High,Better
748,26,Yes,Non-Travel,265,Sales,29,Medical,1037,Male,79,2,Sales Executive,Single,4969,21813,8,No,18,80,0,7,6,2,2,2,2,College,Medium,Low,Low,Excellent,Very High,Better
749,52,Yes,Travel_Rarely,266,Sales,2,Marketing,1038,Female,57,5,Manager,Married,19845,25846,1,No,15,80,1,33,3,32,14,6,9,Below College,Low,Low,Very High,Excellent,Very High,Better
750,44,No,Travel_Rarely,1448,Sales,28,Medical,1039,Female,53,4,Sales Executive,Married,13320,11737,3,Yes,18,80,1,23,2,12,11,11,11,Bachelor,Very High,Very High,Very High,Excellent,High,Better
751,50,No,Non-Travel,145,Sales,1,Life Sciences,1040,Female,95,2,Sales Executive,Married,6347,24920,0,No,12,80,1,19,3,18,7,0,13,Bachelor,Very High,High,High,Excellent,Low,Better
752,36,Yes,Travel_Rarely,885,Research & Development,16,Life Sciences,1042,Female,43,1,Laboratory Technician,Single,2743,8269,1,No,16,80,0,18,1,17,13,15,14,Master,High,Very High,Low,Excellent,High,Better
753,39,No,Travel_Frequently,945,Research & Development,22,Medical,1043,Female,82,3,Manufacturing Director,Single,10880,5083,1,Yes,13,80,0,21,2,21,6,2,8,Bachelor,Very High,High,Low,Excellent,High,Better
754,33,No,Non-Travel,1038,Sales,8,Life Sciences,1044,Female,88,1,Sales Representative,Single,2342,21437,0,No,19,80,0,3,2,2,2,2,2,Below College,Medium,Medium,Very High,Excellent,Very High,Good
755,45,No,Travel_Rarely,1234,Sales,11,Life Sciences,1045,Female,90,4,Manager,Married,17650,5404,3,No,13,80,1,26,4,9,3,1,1,College,Very High,High,Very High,Excellent,Medium,Best
756,32,No,Non-Travel,1109,Research & Development,29,Medical,1046,Female,69,1,Laboratory Technician,Single,4025,11135,9,No,12,80,0,10,2,8,7,7,7,Master,Very High,High,High,Excellent,Medium,Better
757,34,No,Travel_Rarely,216,Sales,1,Marketing,1047,Male,75,2,Sales Executive,Divorced,9725,12278,0,No,11,80,1,16,2,15,1,0,9,Master,Medium,Very High,Very High,Excellent,Very High,Good
758,59,No,Travel_Rarely,1089,Sales,1,Technical Degree,1048,Male,66,3,Manager,Married,11904,11038,3,Yes,14,80,1,14,1,6,4,0,4,College,Medium,High,Very High,Excellent,High,Bad
759,45,No,Travel_Rarely,788,Human Resources,24,Medical,1049,Male,36,1,Human Resources,Single,2177,8318,1,No,16,80,0,6,3,6,3,0,4,Master,Medium,High,Medium,Excellent,Low,Better
760,53,No,Travel_Frequently,124,Sales,2,Marketing,1050,Female,38,3,Sales Executive,Married,7525,23537,2,No,12,80,1,30,2,15,7,6,12,Bachelor,High,Medium,Medium,Excellent,Low,Better
761,36,Yes,Travel_Rarely,660,Research & Development,15,Other,1052,Male,81,2,Laboratory Technician,Divorced,4834,7858,7,No,14,80,1,9,3,1,0,0,0,Bachelor,Low,High,High,Excellent,Medium,Good
762,26,Yes,Travel_Frequently,342,Research & Development,2,Life Sciences,1053,Male,57,1,Research Scientist,Married,2042,15346,6,Yes,14,80,1,6,2,3,2,1,2,Bachelor,Low,High,Low,Excellent,Medium,Better
763,34,No,Travel_Rarely,1333,Sales,10,Life Sciences,1055,Female,87,1,Sales Representative,Married,2220,18410,1,Yes,19,80,1,1,2,1,1,0,0,Master,High,High,High,Excellent,Very High,Better
764,28,No,Travel_Rarely,1144,Sales,10,Medical,1056,Male,74,1,Sales Representative,Married,1052,23384,1,No,22,80,0,1,5,1,0,0,0,Below College,Very High,High,Medium,Outstanding,Medium,Better
765,38,No,Travel_Frequently,1186,Research & Development,3,Other,1060,Male,44,1,Research Scientist,Married,2821,2997,3,No,16,80,1,8,2,2,2,2,2,Master,High,High,High,Excellent,Low,Better
766,50,No,Travel_Rarely,1464,Research & Development,2,Medical,1061,Male,62,5,Research Director,Married,19237,12853,2,Yes,11,80,1,29,2,8,1,7,7,Master,Medium,High,High,Excellent,Very High,Good
767,37,No,Travel_Rarely,124,Research & Development,3,Other,1062,Female,35,2,Healthcare Representative,Single,4107,13848,3,No,15,80,0,8,3,4,3,0,1,Bachelor,Very High,High,Medium,Excellent,Low,Good
768,40,No,Travel_Rarely,300,Sales,26,Marketing,1066,Male,74,2,Sales Executive,Married,8396,22217,1,No,14,80,1,8,3,7,7,7,5,Bachelor,High,High,Low,Excellent,Medium,Good
769,26,No,Travel_Frequently,921,Research & Development,1,Medical,1068,Female,66,1,Research Scientist,Divorced,2007,25265,1,No,13,80,2,5,5,5,3,1,3,Below College,Low,Medium,High,Excellent,High,Better
770,46,No,Travel_Rarely,430,Research & Development,1,Medical,1069,Male,40,5,Research Director,Divorced,19627,21445,9,No,17,80,2,23,0,2,2,2,2,Master,Very High,High,Very High,Excellent,Very High,Better
771,54,No,Travel_Rarely,1082,Sales,2,Life Sciences,1070,Female,41,3,Sales Executive,Married,10686,8392,6,No,11,80,1,13,4,9,4,7,0,Master,High,Medium,High,Excellent,Medium,Better
772,56,No,Travel_Frequently,1240,Research & Development,9,Medical,1071,Female,63,1,Research Scientist,Married,2942,12154,2,No,19,80,1,18,4,5,4,0,3,Bachelor,Low,High,High,Excellent,Medium,Better
773,36,No,Travel_Rarely,796,Research & Development,12,Medical,1073,Female,51,3,Manufacturing Director,Single,8858,15669,0,No,11,80,0,15,2,14,8,7,8,Doctor,Very High,Medium,Very High,Excellent,Medium,Good
774,55,No,Non-Travel,444,Research & Development,2,Medical,1074,Male,40,4,Manager,Single,16756,17323,7,No,15,80,0,31,3,9,7,6,2,Below College,High,Medium,Low,Excellent,Medium,Best
775,43,No,Travel_Rarely,415,Sales,25,Medical,1076,Male,79,3,Sales Executive,Divorced,10798,5268,5,No,13,80,1,18,5,1,0,0,0,Bachelor,High,Medium,Very High,Excellent,High,Better
776,20,Yes,Travel_Frequently,769,Sales,9,Marketing,1077,Female,54,1,Sales Representative,Single,2323,17205,1,Yes,14,80,0,2,3,2,2,0,2,Bachelor,Very High,High,Very High,Excellent,Medium,Better
777,21,Yes,Travel_Rarely,1334,Research & Development,10,Life Sciences,1079,Female,36,1,Laboratory Technician,Single,1416,17258,1,No,13,80,0,1,6,1,0,1,0,Bachelor,High,Medium,Low,Excellent,Low,Good
778,46,No,Travel_Rarely,1003,Research & Development,8,Life Sciences,1080,Female,74,2,Research Scientist,Divorced,4615,21029,8,Yes,23,80,3,19,2,16,13,1,7,Master,Very High,Medium,Low,Outstanding,Low,Better
779,51,Yes,Travel_Rarely,1323,Research & Development,4,Life Sciences,1081,Male,34,1,Research Scientist,Married,2461,10332,9,Yes,12,80,3,18,2,10,0,2,7,Master,Low,High,High,Excellent,High,Best
780,28,Yes,Non-Travel,1366,Research & Development,24,Technical Degree,1082,Male,72,3,Healthcare Representative,Single,8722,12355,1,No,12,80,0,10,2,10,7,1,9,College,Medium,Medium,Low,Excellent,Low,Good
781,26,No,Travel_Rarely,192,Research & Development,1,Medical,1083,Male,59,1,Laboratory Technician,Married,3955,11141,1,No,16,80,2,6,2,5,3,1,3,College,Low,Medium,Low,Excellent,Low,Better
782,30,No,Travel_Rarely,1176,Research & Development,20,Other,1084,Male,85,2,Manufacturing Director,Married,9957,9096,0,No,15,80,1,7,1,6,2,0,2,Bachelor,High,High,Low,Excellent,High,Good
783,41,No,Travel_Rarely,509,Research & Development,7,Technical Degree,1085,Female,43,1,Research Scientist,Married,3376,18863,1,No,13,80,0,10,3,10,6,0,8,College,Medium,Very High,High,Excellent,High,Better
784,38,No,Travel_Rarely,330,Research & Development,17,Life Sciences,1088,Female,65,3,Healthcare Representative,Married,8823,24608,0,No,18,80,1,20,4,19,9,1,9,Below College,High,Medium,High,Excellent,Low,Good
785,40,No,Travel_Rarely,1492,Research & Development,20,Technical Degree,1092,Male,61,3,Healthcare Representative,Married,10322,26542,4,No,20,80,1,14,6,11,10,11,1,Master,Low,High,Very High,Outstanding,Very High,Better
786,27,No,Non-Travel,1277,Research & Development,8,Life Sciences,1094,Male,87,1,Laboratory Technician,Married,4621,5869,1,No,19,80,3,3,4,3,2,1,2,Doctor,Low,Low,High,Excellent,Very High,Better
787,55,No,Travel_Frequently,1091,Research & Development,2,Life Sciences,1096,Male,65,3,Manufacturing Director,Married,10976,15813,3,No,18,80,1,23,4,3,2,1,2,Below College,Very High,High,Medium,Excellent,Medium,Better
788,28,No,Travel_Rarely,857,Research & Development,10,Other,1097,Female,59,2,Research Scientist,Single,3660,7909,3,No,13,80,0,10,4,8,7,1,7,Bachelor,High,High,High,Excellent,Very High,Best
789,44,Yes,Travel_Rarely,1376,Human Resources,1,Medical,1098,Male,91,3,Human Resources,Married,10482,2326,9,No,14,80,1,24,1,20,6,3,6,College,Medium,Medium,Low,Excellent,Very High,Better
790,33,No,Travel_Rarely,654,Research & Development,5,Life Sciences,1099,Male,34,3,Healthcare Representative,Divorced,7119,21214,4,No,15,80,1,9,2,3,2,1,2,Bachelor,Very High,Medium,Very High,Excellent,High,Better
791,35,Yes,Travel_Rarely,1204,Sales,4,Technical Degree,1100,Male,86,3,Sales Executive,Single,9582,10333,0,Yes,22,80,0,9,2,8,7,4,7,Bachelor,Very High,High,Low,Outstanding,Low,Better
792,33,Yes,Travel_Frequently,827,Research & Development,29,Medical,1101,Female,54,2,Research Scientist,Single,4508,3129,1,No,22,80,0,14,4,13,7,3,8,Master,Low,Medium,High,Outstanding,Medium,Better
793,28,No,Travel_Rarely,895,Research & Development,15,Life Sciences,1102,Male,50,1,Laboratory Technician,Divorced,2207,22482,1,No,16,80,1,4,5,4,2,2,2,College,Low,High,High,Excellent,Very High,Good
794,34,No,Travel_Frequently,618,Research & Development,3,Life Sciences,1103,Male,45,2,Healthcare Representative,Single,7756,22266,0,No,17,80,0,7,1,6,2,0,4,Below College,Low,High,Very High,Excellent,High,Good
795,37,No,Travel_Rarely,309,Sales,10,Life Sciences,1105,Female,88,2,Sales Executive,Divorced,6694,24223,2,Yes,14,80,3,8,5,1,0,0,0,Master,Very High,Medium,Very High,Excellent,High,Better
796,25,Yes,Travel_Rarely,1219,Research & Development,4,Technical Degree,1106,Male,32,1,Laboratory Technician,Married,3691,4605,1,Yes,15,80,1,7,3,7,7,5,6,Below College,Very High,High,Very High,Excellent,Medium,Best
797,26,Yes,Travel_Rarely,1330,Research & Development,21,Medical,1107,Male,37,1,Laboratory Technician,Divorced,2377,19373,1,No,20,80,1,1,0,1,1,0,0,Bachelor,Low,High,High,Outstanding,High,Good
798,33,Yes,Travel_Rarely,1017,Research & Development,25,Medical,1108,Male,55,1,Research Scientist,Single,2313,2993,4,Yes,20,80,0,5,0,2,2,2,2,Bachelor,Low,Medium,Medium,Outstanding,Medium,Better
799,42,No,Travel_Rarely,469,Research & Development,2,Medical,1109,Male,35,4,Manager,Married,17665,14399,0,No,17,80,1,23,3,22,6,13,7,College,Very High,High,Low,Excellent,Very High,Better
800,28,Yes,Travel_Frequently,1009,Research & Development,1,Medical,1111,Male,45,1,Laboratory Technician,Divorced,2596,7160,1,No,15,80,2,1,2,1,0,0,0,Bachelor,Low,Medium,Medium,Excellent,Low,Better
801,50,Yes,Travel_Frequently,959,Sales,1,Other,1113,Male,81,2,Sales Executive,Single,4728,17251,3,Yes,14,80,0,5,4,0,0,0,0,Master,Very High,High,High,Excellent,Very High,Better
802,33,No,Travel_Frequently,970,Sales,7,Life Sciences,1114,Female,30,2,Sales Executive,Married,4302,13401,0,No,17,80,1,4,3,3,2,0,2,Bachelor,Very High,High,Medium,Excellent,High,Better
803,34,No,Non-Travel,697,Research & Development,3,Life Sciences,1115,Male,40,1,Research Scientist,Married,2979,22478,3,No,17,80,3,6,2,0,0,0,0,Master,High,Medium,Very High,Excellent,Very High,Better
804,48,No,Non-Travel,1262,Research & Development,1,Medical,1116,Male,35,4,Manager,Single,16885,16154,2,No,22,80,0,27,3,5,4,2,1,Master,Low,Very High,Very High,Outstanding,High,Good
805,45,No,Non-Travel,1050,Sales,9,Life Sciences,1117,Female,65,2,Sales Executive,Married,5593,17970,1,No,13,80,1,15,2,15,10,4,12,Master,Medium,Medium,High,Excellent,Very High,Better
806,52,No,Travel_Rarely,994,Research & Development,7,Life Sciences,1118,Male,87,3,Healthcare Representative,Single,10445,15322,7,No,19,80,0,18,4,8,6,4,0,Master,Medium,High,Medium,Excellent,Very High,Better
807,38,No,Travel_Rarely,770,Sales,10,Marketing,1119,Male,73,3,Sales Executive,Divorced,8740,5569,0,Yes,14,80,2,9,2,8,7,2,7,Master,High,Medium,High,Excellent,Medium,Better
808,29,No,Travel_Rarely,1107,Research & Development,28,Life Sciences,1120,Female,93,1,Research Scientist,Divorced,2514,26968,4,No,22,80,1,11,1,7,5,1,7,Master,High,High,Very High,Outstanding,Low,Better
